"","YEAR","SERIAL","PERNUM","STATEFIP","SEX","AGE","RELATE","MOMLOC","POPLOC","NCHILD","MARST","married_dummy","RACE","HISPAN","EDUC","hs_binary","HHINCOME","inc_3cat","NUMPREC","FAMSIZE","GQ","PERWT"
"27",2010,30695,2,4,2,82,2,0,0,1,1,1,1,1,2,"Less than High School",75000,"$20,000+",3,3,1,48
"28",2010,30695,3,4,1,50,3,2,1,0,4,0,1,1,6,"High School or More",75000,"$20,000+",3,3,1,80
"29",2010,31744,1,4,2,73,1,0,0,1,1,1,1,1,2,"Less than High School",43600,"$20,000+",3,3,1,49
"30",2010,31744,2,4,1,81,2,0,0,1,1,1,1,1,2,"Less than High School",43600,"$20,000+",3,3,1,93
"31",2010,31744,3,4,1,39,3,1,2,0,6,0,1,1,7,"High School or More",43600,"$20,000+",3,3,1,105
"32",2010,31882,1,4,2,49,1,3,2,0,4,0,7,1,10,"High School or More",70600,"$20,000+",3,3,1,77
"33",2010,31882,2,4,1,81,5,0,0,1,1,1,7,1,6,"High School or More",70600,"$20,000+",3,3,1,134
"34",2010,31882,3,4,2,75,5,0,0,1,1,1,7,1,6,"High School or More",70600,"$20,000+",3,3,1,103
"35",2010,33012,1,4,2,80,1,0,0,1,5,0,1,1,8,"High School or More",33700,"$20,000+",2,2,1,59
"36",2010,33012,2,4,1,60,3,1,0,0,4,0,1,1,6,"High School or More",33700,"$20,000+",2,2,1,78
"37",2010,33450,1,4,2,56,1,3,0,0,1,1,1,1,2,"Less than High School",61200,"$20,000+",3,3,1,154
"38",2010,33450,2,4,1,62,2,0,0,0,1,1,1,1,2,"Less than High School",61200,"$20,000+",3,3,1,162
"39",2010,33450,3,4,2,83,5,0,0,1,5,0,1,1,6,"High School or More",61200,"$20,000+",3,3,1,224
"40",2010,33458,1,4,1,82,1,0,0,1,1,1,1,1,2,"Less than High School",172300,"$20,000+",5,5,1,11
"41",2010,33458,2,4,2,73,2,0,0,1,1,1,1,1,2,"Less than High School",172300,"$20,000+",5,5,1,11
"42",2010,33458,3,4,1,40,3,2,1,2,6,0,1,1,10,"High School or More",172300,"$20,000+",5,5,1,19
"43",2010,33458,4,4,1,22,9,0,3,0,6,0,1,1,6,"High School or More",172300,"$20,000+",5,5,1,17
"44",2010,33458,5,4,1,18,9,0,3,0,6,0,1,1,6,"High School or More",172300,"$20,000+",5,5,1,18
"45",2010,33475,1,4,1,86,1,0,0,2,1,1,1,1,2,"Less than High School",34800,"$20,000+",4,4,1,61
"46",2010,33475,2,4,2,64,2,0,0,2,1,1,1,1,1,"Less than High School",34800,"$20,000+",4,4,1,79
"47",2010,33475,3,4,1,34,3,2,1,0,6,0,1,1,4,"Less than High School",34800,"$20,000+",4,4,1,128
"48",2010,33475,4,4,1,30,3,2,1,0,6,0,1,1,6,"High School or More",34800,"$20,000+",4,4,1,128
"49",2010,34018,1,4,2,50,1,2,0,0,6,0,1,1,6,"High School or More",27750,"$20,000+",4,3,1,68
"50",2010,34018,2,4,2,83,5,0,0,1,5,0,1,1,4,"Less than High School",27750,"$20,000+",4,3,1,70
"51",2010,34018,3,4,1,54,11,0,0,0,4,0,1,1,6,"High School or More",27750,"$20,000+",4,1,1,89
"52",2010,34018,4,4,2,51,11,0,0,0,6,0,1,1,6,"High School or More",27750,"$20,000+",4,3,1,69
"53",2010,34220,1,4,1,49,1,3,0,0,1,1,1,1,6,"High School or More",76300,"$20,000+",3,3,1,89
"54",2010,34220,2,4,2,48,2,0,0,0,1,1,1,1,7,"High School or More",76300,"$20,000+",3,3,1,69
"55",2010,34220,3,4,2,80,5,0,0,1,5,0,1,1,4,"Less than High School",76300,"$20,000+",3,3,1,73
"56",2010,34584,1,4,1,80,1,0,0,1,3,0,7,1,6,"High School or More",14200,"< $20,000",4,4,1,36
"57",2010,34584,2,4,1,23,3,0,1,1,1,1,7,1,5,"Less than High School",14200,"< $20,000",4,4,1,48
"58",2010,34584,3,4,2,1,9,4,2,0,6,0,7,1,0,"Less than High School",14200,"< $20,000",4,4,1,44
"59",2010,34584,4,4,2,21,4,0,0,1,1,1,7,1,5,"Less than High School",14200,"< $20,000",4,4,1,42
"60",2010,35065,1,4,1,55,1,0,0,0,1,1,1,1,7,"High School or More",57600,"$20,000+",3,3,1,47
"61",2010,35065,2,4,2,51,2,3,0,0,1,1,1,1,6,"High School or More",57600,"$20,000+",3,3,1,54
"62",2010,35065,3,4,2,80,6,0,0,1,5,0,1,1,2,"Less than High School",57600,"$20,000+",3,3,1,53
"63",2010,35711,1,4,1,55,1,3,0,0,4,0,7,1,10,"High School or More",30000,"$20,000+",3,3,1,139
"64",2010,35711,2,4,1,37,7,3,0,0,4,0,7,1,6,"High School or More",30000,"$20,000+",3,3,1,206
"65",2010,35711,3,4,2,83,5,0,0,2,3,0,7,1,2,"Less than High School",30000,"$20,000+",3,3,1,152
"66",2010,36057,1,4,2,73,1,2,0,0,5,0,1,1,2,"Less than High School",15000,"< $20,000",2,2,1,143
"67",2010,36057,2,4,2,93,5,0,0,1,5,0,1,1,1,"Less than High School",15000,"< $20,000",2,2,1,242
"68",2010,36106,1,4,2,84,1,0,0,1,5,0,1,1,1,"Less than High School",53500,"$20,000+",3,3,1,51
"69",2010,36106,2,4,1,59,3,1,0,0,6,0,1,1,6,"High School or More",53500,"$20,000+",3,3,1,104
"70",2010,36195,1,4,1,43,1,0,0,0,1,1,7,1,6,"High School or More",94600,"$20,000+",4,4,1,141
"71",2010,36195,2,4,2,44,2,4,3,0,1,1,7,1,6,"High School or More",94600,"$20,000+",4,4,1,210
"72",2010,36195,3,4,1,81,6,0,0,1,1,1,7,1,2,"Less than High School",94600,"$20,000+",4,4,1,86
"73",2010,36195,4,4,2,76,6,0,0,1,1,1,7,1,1,"Less than High School",94600,"$20,000+",4,4,1,124
"74",2010,36461,1,4,2,93,1,0,0,1,5,0,7,1,0,"Less than High School",24000,"$20,000+",2,2,1,52
"75",2010,36461,2,4,2,62,3,1,0,0,3,0,7,1,6,"High School or More",24000,"$20,000+",2,2,1,75
"76",2010,37576,1,4,2,83,1,0,0,1,5,0,1,1,0,"Less than High School",11700,"< $20,000",2,2,1,55
"77",2010,37576,2,4,1,55,3,1,0,0,4,0,1,1,6,"High School or More",11700,"< $20,000",2,2,1,75
"78",2010,37730,1,4,2,69,1,2,0,0,5,0,7,1,3,"Less than High School",27000,"$20,000+",2,2,1,44
"79",2010,37730,2,4,2,93,5,0,0,1,5,0,7,1,6,"High School or More",27000,"$20,000+",2,2,1,75
"80",2010,39009,1,4,2,84,1,0,0,1,5,0,1,1,0,"Less than High School",10800,"< $20,000",2,2,1,64
"81",2010,39009,2,4,1,49,3,1,0,0,6,0,1,1,2,"Less than High School",10800,"< $20,000",2,2,1,84
"82",2010,39038,1,4,1,45,1,3,0,0,6,0,7,1,6,"High School or More",41700,"$20,000+",3,3,1,86
"83",2010,39038,2,4,1,47,7,3,0,0,6,0,7,1,7,"High School or More",41700,"$20,000+",3,3,1,112
"84",2010,39038,3,4,2,81,5,0,0,2,5,0,7,1,0,"Less than High School",41700,"$20,000+",3,3,1,56
"85",2010,39105,1,4,1,51,1,4,0,0,4,0,1,1,5,"Less than High School",82200,"$20,000+",4,4,1,187
"86",2010,39105,2,4,1,60,7,4,0,0,6,0,1,1,7,"High School or More",82200,"$20,000+",4,4,1,273
"87",2010,39105,3,4,1,49,7,4,0,0,6,0,1,1,7,"High School or More",82200,"$20,000+",4,4,1,221
"88",2010,39105,4,4,2,84,5,0,0,3,4,0,1,1,2,"Less than High School",82200,"$20,000+",4,4,1,189
"89",2010,39245,1,4,2,61,1,3,2,0,6,0,1,1,11,"High School or More",118500,"$20,000+",3,3,1,66
"90",2010,39245,2,4,1,88,5,0,0,1,1,1,1,1,2,"Less than High School",118500,"$20,000+",3,3,1,104
"91",2010,39245,3,4,2,83,5,0,0,1,1,1,1,1,1,"Less than High School",118500,"$20,000+",3,3,1,88
"92",2010,39270,1,4,1,83,1,0,0,1,1,1,7,1,2,"Less than High School",51400,"$20,000+",3,3,1,62
"93",2010,39270,2,4,2,77,2,0,0,1,1,1,7,1,4,"Less than High School",51400,"$20,000+",3,3,1,68
"94",2010,39270,3,4,1,49,3,2,1,0,4,0,7,1,11,"High School or More",51400,"$20,000+",3,3,1,96
"95",2010,39785,1,4,1,82,1,0,0,1,1,1,1,1,7,"High School or More",30200,"$20,000+",6,6,1,160
"96",2010,39785,2,4,2,81,2,0,0,1,1,1,1,1,0,"Less than High School",30200,"$20,000+",6,6,1,170
"97",2010,39785,3,4,2,53,3,2,1,1,4,0,1,1,2,"Less than High School",30200,"$20,000+",6,6,1,180
"98",2010,39785,4,4,2,12,9,3,0,0,6,0,1,1,2,"Less than High School",30200,"$20,000+",6,6,1,140
"99",2010,39785,5,4,1,7,9,0,0,0,6,0,1,1,1,"Less than High School",30200,"$20,000+",6,6,1,140
"100",2010,39785,6,4,1,5,9,0,0,0,6,0,1,1,1,"Less than High School",30200,"$20,000+",6,6,1,140
"101",2010,40327,1,4,2,61,1,0,3,1,4,0,1,1,6,"High School or More",86100,"$20,000+",3,3,1,79
"102",2010,40327,2,4,1,30,3,1,0,0,6,0,1,1,7,"High School or More",86100,"$20,000+",3,3,1,99
"103",2010,40327,3,4,1,82,5,0,0,1,4,0,1,1,6,"High School or More",86100,"$20,000+",3,3,1,102
"104",2010,41066,1,4,2,80,1,0,0,2,5,0,1,1,2,"Less than High School",182720,"$20,000+",3,3,1,78
"105",2010,41066,2,4,1,57,3,1,0,0,6,0,1,1,6,"High School or More",182720,"$20,000+",3,3,1,102
"106",2010,41066,3,4,2,53,3,1,0,0,6,0,1,1,7,"High School or More",182720,"$20,000+",3,3,1,110
"107",2010,41697,1,4,1,80,1,0,0,2,5,0,1,1,2,"Less than High School",94800,"$20,000+",3,3,1,78
"108",2010,41697,2,4,1,57,3,0,1,0,2,1,1,1,6,"High School or More",94800,"$20,000+",3,3,1,54
"109",2010,41697,3,4,2,52,3,0,1,0,4,0,1,1,6,"High School or More",94800,"$20,000+",3,3,1,68
"110",2010,41932,1,4,1,85,1,0,0,1,5,0,7,1,2,"Less than High School",22500,"$20,000+",2,2,1,53
"111",2010,41932,2,4,1,55,3,0,1,0,6,0,7,1,7,"High School or More",22500,"$20,000+",2,2,1,48
"112",2010,42789,1,4,2,82,1,0,0,1,5,0,1,1,2,"Less than High School",31700,"$20,000+",4,4,1,81
"113",2010,42789,2,4,2,64,3,1,0,1,1,1,1,1,6,"High School or More",31700,"$20,000+",4,4,1,86
"114",2010,42789,3,4,2,10,9,2,4,0,6,0,1,1,1,"Less than High School",31700,"$20,000+",4,4,1,79
"115",2010,42789,4,4,1,69,4,0,0,1,1,1,1,1,0,"Less than High School",31700,"$20,000+",4,4,1,112
"116",2010,43701,1,4,2,87,1,0,0,1,5,0,1,1,1,"Less than High School",74900,"$20,000+",2,2,1,64
"117",2010,43701,2,4,2,45,3,1,0,0,6,0,1,1,8,"High School or More",74900,"$20,000+",2,2,1,73
"118",2010,44777,1,4,2,62,1,0,0,0,1,1,7,1,6,"High School or More",30800,"$20,000+",3,3,1,101
"119",2010,44777,2,4,1,61,2,3,0,0,1,1,7,1,6,"High School or More",30800,"$20,000+",3,3,1,124
"120",2010,44777,3,4,2,84,6,0,0,1,3,0,7,1,1,"Less than High School",30800,"$20,000+",3,3,1,156
"121",2010,45101,1,4,1,43,1,6,5,2,1,1,8,1,6,"High School or More",42000,"$20,000+",9,8,1,51
"122",2010,45101,2,4,2,27,2,0,0,2,1,1,8,1,7,"High School or More",42000,"$20,000+",9,8,1,70
"123",2010,45101,3,4,1,17,3,2,1,0,6,0,8,1,0,"Less than High School",42000,"$20,000+",9,8,1,58
"124",2010,45101,4,4,2,2,3,2,1,0,6,0,8,1,0,"Less than High School",42000,"$20,000+",9,8,1,65
"125",2010,45101,5,4,1,81,5,0,0,1,1,1,8,1,0,"Less than High School",42000,"$20,000+",9,8,1,31
"126",2010,45101,6,4,2,78,5,0,0,1,1,1,1,1,0,"Less than High School",42000,"$20,000+",9,8,1,45
"127",2010,45101,7,4,1,31,8,0,0,1,6,0,1,1,6,"High School or More",42000,"$20,000+",9,8,1,65
"128",2010,45101,8,4,2,10,10,0,7,0,6,0,1,1,1,"Less than High School",42000,"$20,000+",9,8,1,49
"129",2010,45101,9,4,2,16,12,0,0,0,6,0,1,1,3,"Less than High School",42000,"$20,000+",9,1,1,66
"130",2010,45176,1,4,1,55,1,0,0,0,1,1,1,1,6,"High School or More",38600,"$20,000+",3,3,1,52
"131",2010,45176,2,4,2,53,2,3,0,0,1,1,1,1,6,"High School or More",38600,"$20,000+",3,3,1,65
"132",2010,45176,3,4,2,88,6,0,0,1,5,0,1,1,0,"Less than High School",38600,"$20,000+",3,3,1,76
"133",2010,46185,1,4,1,63,1,0,0,0,1,1,1,1,8,"High School or More",149770,"$20,000+",4,4,1,67
"134",2010,46185,2,4,2,63,2,4,3,0,1,1,1,1,6,"High School or More",149770,"$20,000+",4,4,1,81
"135",2010,46185,3,4,1,86,6,0,0,1,1,1,1,1,2,"Less than High School",149770,"$20,000+",4,4,1,61
"136",2010,46185,4,4,2,84,6,0,0,1,1,1,1,1,2,"Less than High School",149770,"$20,000+",4,4,1,107
"137",2010,46913,1,4,2,48,1,0,6,3,4,0,1,1,6,"High School or More",34000,"$20,000+",7,7,1,105
"138",2010,46913,2,4,1,27,3,1,0,0,6,0,1,1,6,"High School or More",34000,"$20,000+",7,7,1,137
"139",2010,46913,3,4,1,20,3,1,0,0,6,0,1,1,6,"High School or More",34000,"$20,000+",7,7,1,151
"140",2010,46913,4,4,2,12,3,1,0,0,6,0,1,1,2,"Less than High School",34000,"$20,000+",7,7,1,113
"141",2010,46913,5,4,1,46,7,0,6,1,6,0,1,1,6,"High School or More",34000,"$20,000+",7,7,1,143
"142",2010,46913,6,4,1,83,5,0,0,2,5,0,1,1,4,"Less than High School",34000,"$20,000+",7,7,1,159
"143",2010,46913,7,4,1,20,10,0,5,0,6,0,1,1,6,"High School or More",34000,"$20,000+",7,7,1,152
"144",2010,47521,1,4,2,81,1,0,0,1,5,0,1,1,6,"High School or More",32520,"$20,000+",2,2,1,79
"145",2010,47521,2,4,1,47,3,1,0,0,6,0,1,1,4,"Less than High School",32520,"$20,000+",2,2,1,101
"146",2010,47876,1,4,1,86,1,0,0,2,5,0,1,1,2,"Less than High School",49300,"$20,000+",4,4,1,24
"147",2010,47876,2,4,1,38,3,0,1,1,6,0,1,1,6,"High School or More",49300,"$20,000+",4,4,1,26
"148",2010,47876,3,4,1,37,3,0,1,0,6,0,1,1,7,"High School or More",49300,"$20,000+",4,4,1,26
"149",2010,47876,4,4,1,8,9,0,2,0,6,0,1,1,1,"Less than High School",49300,"$20,000+",4,4,1,18
"150",2010,48002,1,4,2,48,1,2,0,0,4,0,1,1,7,"High School or More",45300,"$20,000+",2,2,1,69
"151",2010,48002,2,4,2,84,5,0,0,1,5,0,1,1,1,"Less than High School",45300,"$20,000+",2,2,1,91
"152",2010,48099,1,4,1,56,1,3,0,0,1,1,1,1,2,"Less than High School",12250,"< $20,000",3,3,1,55
"153",2010,48099,2,4,2,52,2,0,0,0,1,1,1,1,2,"Less than High School",12250,"< $20,000",3,3,1,64
"154",2010,48099,3,4,2,88,5,0,0,1,4,0,1,1,2,"Less than High School",12250,"< $20,000",3,3,1,92
"155",2010,48135,1,4,2,78,1,2,0,0,5,0,3,1,2,"Less than High School",8600,"< $20,000",2,2,1,57
"156",2010,48135,2,4,2,93,5,0,0,1,5,0,3,1,1,"Less than High School",8600,"< $20,000",2,2,1,66
"157",2010,48448,1,4,2,53,1,0,5,2,1,1,1,1,2,"Less than High School",29700,"$20,000+",5,5,1,182
"158",2010,48448,2,4,1,43,2,0,0,2,1,1,1,1,2,"Less than High School",29700,"$20,000+",5,5,1,125
"159",2010,48448,3,4,1,17,3,1,2,0,6,0,1,1,4,"Less than High School",29700,"$20,000+",5,5,1,146
"160",2010,48448,4,4,2,7,3,1,2,0,6,0,1,1,1,"Less than High School",29700,"$20,000+",5,5,1,125
"161",2010,48448,5,4,1,89,5,0,0,1,5,0,1,1,2,"Less than High School",29700,"$20,000+",5,5,1,78
"162",2010,48674,1,4,1,86,1,0,0,1,1,1,1,1,2,"Less than High School",73700,"$20,000+",3,3,1,52
"163",2010,48674,2,4,2,84,2,0,0,1,1,1,1,1,2,"Less than High School",73700,"$20,000+",3,3,1,93
"164",2010,48674,3,4,2,64,3,2,1,0,6,0,1,1,6,"High School or More",73700,"$20,000+",3,3,1,57
"165",2010,48887,1,4,2,55,1,2,3,0,4,0,1,1,6,"High School or More",49750,"$20,000+",3,3,1,57
"166",2010,48887,2,4,2,88,5,0,0,1,1,1,1,1,6,"High School or More",49750,"$20,000+",3,3,1,60
"167",2010,48964,1,4,2,85,1,0,0,1,5,0,1,1,6,"High School or More",113500,"$20,000+",2,2,1,17
"168",2010,48964,2,4,1,53,3,1,0,0,6,0,1,1,10,"High School or More",113500,"$20,000+",2,2,1,22
"169",2010,49149,1,4,1,85,1,0,0,1,1,1,7,1,2,"Less than High School",22300,"$20,000+",3,3,1,70
"170",2010,49149,2,4,2,74,2,0,0,1,1,1,7,1,3,"Less than High School",22300,"$20,000+",3,3,1,55
"171",2010,49149,3,4,2,51,3,2,1,0,6,0,7,1,2,"Less than High School",22300,"$20,000+",3,3,1,79
"172",2010,49464,1,4,1,59,1,3,0,0,1,1,1,1,10,"High School or More",97300,"$20,000+",3,3,1,92
"173",2010,49464,3,4,2,82,5,0,0,1,5,0,1,1,1,"Less than High School",97300,"$20,000+",3,3,1,133
"174",2010,49525,1,4,1,33,1,5,4,2,6,0,7,1,5,"Less than High School",75600,"$20,000+",6,6,1,78
"175",2010,49525,2,4,2,11,3,6,1,0,6,0,7,1,2,"Less than High School",75600,"$20,000+",6,6,1,95
"176",2010,49525,3,4,2,6,3,6,1,0,6,0,7,1,1,"Less than High School",75600,"$20,000+",6,6,1,95
"177",2010,49525,4,4,1,81,5,0,0,1,1,1,7,1,2,"Less than High School",75600,"$20,000+",6,6,1,154
"178",2010,49525,5,4,2,74,5,0,0,1,1,1,7,1,3,"Less than High School",75600,"$20,000+",6,6,1,119
"179",2010,49525,6,4,2,29,11,0,0,2,6,0,7,1,2,"Less than High School",75600,"$20,000+",6,6,1,96
"180",2010,50043,1,4,1,82,1,0,0,1,1,1,1,1,0,"Less than High School",42680,"$20,000+",4,4,1,63
"181",2010,50043,2,4,2,76,2,0,0,1,1,1,1,1,3,"Less than High School",42680,"$20,000+",4,4,1,40
"182",2010,50043,3,4,1,45,3,2,1,1,6,0,1,1,6,"High School or More",42680,"$20,000+",4,4,1,63
"183",2010,50043,4,4,1,18,9,0,3,0,6,0,1,1,6,"High School or More",42680,"$20,000+",4,4,1,55
"184",2010,50287,1,4,2,83,1,0,0,1,5,0,1,1,6,"High School or More",32400,"$20,000+",2,2,1,117
"185",2010,50287,2,4,2,56,3,1,0,0,4,0,1,1,2,"Less than High School",32400,"$20,000+",2,2,1,116
"186",2010,52927,1,4,1,53,1,3,0,0,6,0,1,1,4,"Less than High School",14200,"< $20,000",3,3,1,323
"187",2010,52927,2,4,1,52,7,3,0,0,6,0,1,1,4,"Less than High School",14200,"< $20,000",3,3,1,425
"188",2010,52927,3,4,2,81,5,0,0,2,5,0,1,1,0,"Less than High School",14200,"< $20,000",3,3,1,334
"189",2010,53403,1,4,2,84,1,0,0,1,5,0,8,1,2,"Less than High School",22500,"$20,000+",2,2,1,69
"190",2010,53403,2,4,1,60,3,1,0,0,6,0,8,1,6,"High School or More",22500,"$20,000+",2,2,1,68
"191",2010,53792,1,4,2,83,1,0,0,1,5,0,1,1,4,"Less than High School",45600,"$20,000+",2,2,1,86
"192",2010,53792,2,4,1,55,3,1,0,0,4,0,1,1,6,"High School or More",45600,"$20,000+",2,2,1,91
"193",2010,53824,1,4,1,59,1,3,0,1,5,0,1,1,8,"High School or More",63100,"$20,000+",3,3,1,210
"194",2010,53824,2,4,1,27,3,0,1,0,6,0,1,1,8,"High School or More",63100,"$20,000+",3,3,1,249
"195",2010,53824,3,4,2,82,5,0,0,1,5,0,1,1,8,"High School or More",63100,"$20,000+",3,3,1,241
"196",2010,54165,1,4,1,82,1,0,0,1,3,0,1,1,6,"High School or More",81700,"$20,000+",2,2,1,22
"197",2010,54165,2,4,2,57,3,0,1,0,4,0,1,1,4,"Less than High School",81700,"$20,000+",2,2,1,39
"198",2010,54170,1,4,2,60,1,3,0,0,6,0,1,1,10,"High School or More",66100,"$20,000+",3,3,1,79
"199",2010,54170,2,4,2,50,7,3,0,0,6,0,1,1,10,"High School or More",66100,"$20,000+",3,3,1,92
"200",2010,54170,3,4,2,83,5,0,0,2,5,0,1,1,10,"High School or More",66100,"$20,000+",3,3,1,73
"201",2010,54282,1,4,2,45,1,5,4,2,6,0,1,1,7,"High School or More",51150,"$20,000+",5,5,1,65
"202",2010,54282,2,4,1,23,3,1,0,0,6,0,1,1,5,"Less than High School",51150,"$20,000+",5,5,1,62
"203",2010,54282,3,4,1,20,3,1,0,0,6,0,1,1,6,"High School or More",51150,"$20,000+",5,5,1,62
"204",2010,54282,4,4,1,82,5,0,0,1,1,1,1,1,2,"Less than High School",51150,"$20,000+",5,5,1,31
"205",2010,54282,5,4,2,81,5,0,0,1,1,1,1,1,2,"Less than High School",51150,"$20,000+",5,5,1,44
"206",2010,54700,1,4,1,93,1,0,0,1,5,0,1,1,1,"Less than High School",47100,"$20,000+",8,8,1,23
"207",2010,54700,2,4,2,63,3,0,1,2,3,0,1,1,6,"High School or More",47100,"$20,000+",8,8,1,54
"208",2010,54700,3,4,1,32,9,2,0,0,2,1,1,1,6,"High School or More",47100,"$20,000+",8,8,1,44
"209",2010,54700,4,4,2,29,9,2,0,0,6,0,1,1,6,"High School or More",47100,"$20,000+",8,8,1,66
"210",2010,54700,5,4,2,14,9,0,0,0,6,0,1,1,2,"Less than High School",47100,"$20,000+",8,8,1,31
"211",2010,54700,6,4,2,10,9,0,0,0,6,0,1,1,1,"Less than High School",47100,"$20,000+",8,8,1,29
"212",2010,54700,7,4,2,2,9,0,0,0,6,0,1,1,0,"Less than High School",47100,"$20,000+",8,8,1,22
"213",2010,54700,8,4,1,0,9,0,0,0,6,0,1,1,0,"Less than High School",47100,"$20,000+",8,8,1,32
"214",2010,55368,1,4,2,55,1,2,0,0,6,0,1,1,7,"High School or More",25300,"$20,000+",2,2,1,55
"215",2010,55368,2,4,2,93,5,0,0,1,2,1,1,1,6,"High School or More",25300,"$20,000+",2,2,1,78
"216",2010,55441,1,4,1,81,1,0,0,1,4,0,1,1,0,"Less than High School",32000,"$20,000+",3,3,1,71
"217",2010,55441,2,4,2,52,3,0,1,1,6,0,1,1,7,"High School or More",32000,"$20,000+",3,3,1,75
"218",2010,55441,3,4,1,15,9,2,0,0,6,0,1,1,3,"Less than High School",32000,"$20,000+",3,3,1,60
"219",2010,55867,1,4,2,49,1,4,0,2,4,0,1,1,7,"High School or More",49320,"$20,000+",4,4,1,105
"220",2010,55867,2,4,2,15,3,1,0,0,6,0,1,1,2,"Less than High School",49320,"$20,000+",4,4,1,117
"221",2010,55867,3,4,1,10,3,1,0,0,6,0,1,1,1,"Less than High School",49320,"$20,000+",4,4,1,105
"222",2010,55867,4,4,2,85,5,0,0,1,5,0,1,1,0,"Less than High School",49320,"$20,000+",4,4,1,93
"223",2010,70102,1,6,1,56,1,4,0,1,1,1,1,1,7,"High School or More",175400,"$20,000+",4,4,1,76
"224",2010,70102,3,6,1,22,3,2,1,0,6,0,1,1,7,"High School or More",175400,"$20,000+",4,4,1,76
"225",2010,70102,4,6,2,83,5,0,0,1,6,0,1,1,3,"Less than High School",175400,"$20,000+",4,4,1,90
"226",2010,70199,1,6,1,84,1,0,0,1,4,0,1,1,6,"High School or More",41530,"$20,000+",3,2,1,98
"227",2010,70199,2,6,1,47,3,0,1,0,6,0,1,1,2,"Less than High School",41530,"$20,000+",3,2,1,132
"228",2010,70199,3,6,2,84,11,0,0,0,4,0,1,1,2,"Less than High School",41530,"$20,000+",3,1,1,121
"229",2010,70292,1,6,2,48,1,5,0,2,1,1,1,1,7,"High School or More",80100,"$20,000+",5,5,1,121
"230",2010,70292,2,6,1,49,2,0,0,2,1,1,1,1,8,"High School or More",80100,"$20,000+",5,5,1,103
